 0, -0.017200, 0.032800, 0.015600 
 1, -0.019600, 0.036000, 0.016400 
 2, -0.021600, 0.038000, 0.016400 
 3, -0.025600, 0.041600, 0.016000 
 4, -0.028800, 0.043600, 0.014800 
 5, -0.030000, 0.046800, 0.016800 
 6, -0.030400, 0.048000, 0.017600 
 7, -0.031600, 0.049200, 0.017600 
 8, -0.031200, 0.049600, 0.018400 
 9, -0.034800, 0.050800, 0.016000 
 10, -0.035600, 0.051600, 0.016000 
 11, -0.037200, 0.052000, 0.014800 
 12, -0.037600, 0.054000, 0.016400 
 13, -0.039600, 0.055200, 0.015600 
 14, -0.041600, 0.057600, 0.016000 
 15, -0.042800, 0.058400, 0.015600 
 16, -0.043200, 0.058400, 0.015200 
 17, -0.044400, 0.058800, 0.014400 
 18, -0.045600, 0.060400, 0.014800 
 19, -0.048000, 0.060400, 0.012400 
 20, -0.048800, 0.060800, 0.012000 
 21, -0.050000, 0.062000, 0.012000 
 22, -0.050400, 0.064400, 0.014000 
 23, -0.051600, 0.064800, 0.013200 
 24, -0.051200, 0.064800, 0.013600 
 25, -0.052800, 0.066400, 0.013600 
 26, -0.053600, 0.067600, 0.014000 
 27, -0.053600, 0.067600, 0.014000 
 28, -0.053200, 0.066800, 0.013600 
 29, -0.052000, 0.066400, 0.014400 
 30, -0.054400, 0.067200, 0.012800 
 31, -0.055200, 0.067600, 0.012400 
 32, -0.056800, 0.069200, 0.012400 
 33, -0.056000, 0.069200, 0.013200 
 34, -0.057200, 0.070400, 0.013200 
 35, -0.057200, 0.071600, 0.014400 
 36, -0.058800, 0.074000, 0.015200 
 37, -0.060000, 0.075200, 0.015200 
 38, -0.062000, 0.076400, 0.014400 
 39, -0.063600, 0.077600, 0.014000 
 40, -0.064400, 0.077200, 0.012800 
 41, -0.066000, 0.078800, 0.012800 
 42, -0.068800, 0.081200, 0.012400 
 43, -0.068400, 0.080800, 0.012400 
 44, -0.070000, 0.082400, 0.012400 
 45, -0.069200, 0.082000, 0.012800 
 46, -0.070000, 0.083200, 0.013200 
 47, -0.070400, 0.083200, 0.012800 
 48, -0.070400, 0.083200, 0.012800 
 49, -0.071200, 0.084800, 0.013600 
 50, -0.073200, 0.086800, 0.013600 
 51, -0.070800, 0.084400, 0.013600 
 52, -0.073200, 0.086400, 0.013200 
 53, -0.073600, 0.088400, 0.014800 
 54, -0.072800, 0.088800, 0.016000 
 55, -0.070800, 0.086800, 0.016000 
 56, -0.070800, 0.086800, 0.016000 
 57, -0.072400, 0.088000, 0.015600 
 58, -0.074800, 0.088800, 0.014000 
 59, -0.076000, 0.089600, 0.013600 
 60, -0.076400, 0.090000, 0.013600 
 61, -0.075600, 0.089200, 0.013600 
 62, -0.074800, 0.088400, 0.013600 
 63, -0.076800, 0.089200, 0.012400 
 64, -0.076000, 0.088800, 0.012800 
 65, -0.074800, 0.087600, 0.012800 
 66, -0.074400, 0.087200, 0.012800 
 67, -0.075600, 0.088400, 0.012800 
 68, -0.076000, 0.088400, 0.012400 
 69, -0.078000, 0.089600, 0.011600 
 70, -0.078000, 0.089600, 0.011600 
 71, -0.077600, 0.089200, 0.011600 
 72, -0.079200, 0.092000, 0.012800 
 73, -0.079200, 0.090800, 0.011600 
 74, -0.079200, 0.090800, 0.011600 
 75, -0.079200, 0.090400, 0.011200 
 76, -0.080400, 0.090800, 0.010400 
 77, -0.080800, 0.090400, 0.009600 
 78, -0.079600, 0.089600, 0.010000 
 79, -0.078400, 0.088800, 0.010400 
 80, -0.079200, 0.090800, 0.011600 
 81, -0.079600, 0.091200, 0.011600 
 82, -0.079600, 0.091600, 0.012000 
 83, -0.080000, 0.092400, 0.012400 
 84, -0.079600, 0.092800, 0.013200 
 85, -0.080400, 0.093600, 0.013200 
 86, -0.083200, 0.096400, 0.013200 
 87, -0.084400, 0.097200, 0.012800 
 88, -0.082800, 0.095200, 0.012400 
 89, -0.083600, 0.096000, 0.012400 
 90, -0.084000, 0.096400, 0.012400 
 91, -0.082400, 0.094800, 0.012400 
 92, -0.082000, 0.094000, 0.012000 
 93, -0.082800, 0.096000, 0.013200 
 94, -0.083200, 0.096000, 0.012800 
 95, -0.086400, 0.098400, 0.012000 
 96, -0.086000, 0.098000, 0.012000 
 97, -0.086800, 0.098800, 0.012000 
 98, -0.086400, 0.099600, 0.013200 
 99, -0.085600, 0.098400, 0.012800 
 100, -0.085600, 0.098400, 0.012800 
 101, -0.088000, 0.101600, 0.013600 
 102, -0.086800, 0.100800, 0.014000 
 103, -0.087600, 0.101600, 0.014000 
 104, -0.088400, 0.102800, 0.014400 
 105, -0.088400, 0.102400, 0.014000 
 106, -0.088000, 0.102400, 0.014400 
 107, -0.089200, 0.103200, 0.014000 
 108, -0.090000, 0.104000, 0.014000 
 109, -0.090400, 0.104400, 0.014000 
 110, -0.088800, 0.103200, 0.014400 
 111, -0.089200, 0.104000, 0.014800 
 112, -0.090000, 0.104400, 0.014400 
 113, -0.088800, 0.104000, 0.015200 
 114, -0.089200, 0.104400, 0.015200 
 115, -0.091200, 0.105200, 0.014000 
 116, -0.091200, 0.105600, 0.014400 
 117, -0.092400, 0.105600, 0.013200 
 118, -0.092000, 0.105200, 0.013200 
 119, -0.091600, 0.104800, 0.013200 
 120, -0.090800, 0.104400, 0.013600 
 121, -0.091600, 0.104800, 0.013200 
 122, -0.092400, 0.106000, 0.013600 
 123, -0.092000, 0.105200, 0.013200 
 124, -0.090400, 0.104400, 0.014000 
 125, -0.090000, 0.104000, 0.014000 
 126, -0.089600, 0.103600, 0.014000 
 127, -0.089200, 0.104000, 0.014800 
 128, -0.090400, 0.105200, 0.014800 
 129, -0.088400, 0.103600, 0.015200 
 130, -0.089600, 0.104800, 0.015200 
 131, -0.090400, 0.105600, 0.015200 
 132, -0.092000, 0.107200, 0.015200 
 133, -0.092000, 0.106800, 0.014800 
 134, -0.093200, 0.107600, 0.014400 
 135, -0.094400, 0.108800, 0.014400 
 136, -0.094000, 0.108400, 0.014400 
 137, -0.093600, 0.108000, 0.014400 
 138, -0.093200, 0.108000, 0.014800 
 139, -0.092400, 0.107600, 0.015200 
 140, -0.094000, 0.108400, 0.014400 
 141, -0.095200, 0.109600, 0.014400 
