0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.005000 
0.000000, 0.000000, 0.006667 
0.000000, 0.000000, 0.075000 
0.000000, 0.000000, 0.103333 
0.000000, 0.000000, 0.190000 
0.000000, 0.000000, 0.117500 
0.000000, 0.000000, 0.126000 
0.000000, 0.000000, 0.315000 
0.000000, 0.000000, 0.256667 
0.000000, 0.000000, 0.131667 
0.000000, 0.000000, 0.135714 
0.000000, 0.000000, 0.138750 
0.000000, 0.000000, 0.290000 
0.000000, 0.000000, 0.590000 
0.000000, 0.000000, 0.416667 
0.000000, 0.000000, 0.141111 
0.000000, 0.000000, 0.143000 
0.000000, 0.000000, 0.310000 
0.000000, 0.000000, 0.144545 
0.000000, 0.000000, 0.145833 
0.000000, 0.000000, 0.470000 
0.000000, 0.000000, 0.146923 
0.000000, 0.000000, 0.323333 
0.000000, 0.000000, 0.147857 
0.000000, 0.000000, 0.148667 
0.000000, 0.000000, 0.332857 
0.000000, 0.000000, 0.786667 
0.000000, 0.000000, 0.150000 
0.000000, 0.000000, 0.502000 
0.000000, 0.000000, 0.150588 
0.000000, 0.000000, 0.151111 
0.000000, 0.000000, 0.340000 
0.000000, 0.000000, 0.151579 
0.000000, 0.000000, 0.152000 
0.000000, 0.000000, 0.345556 
0.000000, 0.000000, 0.523333 
0.000000, 0.000000, 0.152381 
0.000000, 0.000000, 0.152727 
0.000000, 0.000000, 0.350000 
0.000000, 0.000000, 0.153043 
0.000000, 0.000000, 0.885000 
0.000000, 0.000000, 0.152917 
0.000000, 0.000000, 0.538571 
0.000000, 0.000000, 0.153200 
0.000000, 0.000000, 0.353636 
0.000000, 0.000000, 0.153462 
0.000000, 0.000000, 0.153704 
0.000000, 0.000000, 0.356667 
0.000000, 0.000000, 0.153929 
0.000000, 0.000000, 0.550000 
0.000000, 0.000000, 0.154138 
0.000000, 0.000000, 0.154333 
0.000000, 0.000000, 0.359231 
0.000000, 0.000000, 0.944000 
0.000000, 0.000000, 0.154516 
0.000000, 0.000000, 0.154688 
0.000000, 0.000000, 0.558889 
0.000000, 0.000000, 0.361429 
0.000000, 0.000000, 0.154848 
0.000000, 0.000000, 0.155000 
0.000000, 0.000000, 0.155143 
0.000000, 0.000000, 0.363333 
0.000000, 0.000000, 0.155278 
0.000000, 0.000000, 0.566000 
0.000000, 0.000000, 0.155405 
0.000000, 0.000000, 0.365000 
0.000000, 0.000000, 0.983333 
0.000000, 0.000000, 0.155526 
0.000000, 0.000000, 0.155641 
0.000000, 0.000000, 0.155750 
0.000000, 0.000000, 0.366471 
0.000000, 0.000000, 0.571818 
